day,user,material,demand,deadline,total_cost(mil VND),path
21/09/2023,C9,21107203,2,20,0.4,D3 -> C9
22/09/2023,C9,21107203,25,21,5.0,D3 -> C9
23/09/2023,C9,21107203,2,22,0.4,D3 -> C9
27/09/2023,C9,21107203,10,26,2.0,D3 -> C9
29/09/2023,C9,21107203,15,28,3.0,D3 -> C9
02/10/2023,C9,21107203,35,31,7.0,D3 -> C9
19/09/2023,C8,21163162,10,18,0.8,D3 -> C8
21/09/2023,C8,21163162,20,20,1.6,D3 -> C8
22/09/2023,C8,21163162,15,21,1.2,D3 -> C8
23/09/2023,C8,21163162,152,22,124.64,D1 -> D3 -> C8
25/09/2023,C8,21163162,168,24,137.76,D1 -> D3 -> C8
26/09/2023,C8,21163162,162,25,132.84,D1 -> D3 -> C8
27/09/2023,C8,21163162,329,26,269.78,D1 -> D3 -> C8
28/09/2023,C8,21163162,203,27,166.46,D1 -> D3 -> C8
29/09/2023,C8,21163162,394,28,575.24,D2 -> D1 -> D3 -> C8
30/09/2023,C8,21163162,127,29,10.16,D3 -> C8
02/10/2023,C8,21163162,224,31,183.68,D1 -> D3 -> C8
03/10/2023,C8,21163162,40,32,3.2,D3 -> C8
19/09/2023,C1,21163162,1,18,0.16,D1 -> C1
22/09/2023,C1,21163162,1,21,0.16,D1 -> C1
26/09/2023,C1,21163162,1,25,0.16,D1 -> C1
30/09/2023,C4,21163162,10,29,8.4,D2 -> C4
03/10/2023,C4,21163162,5,32,4.2,D2 -> C4
18/09/2023,C9,21163165,11,17,2.2,D3 -> C9
19/09/2023,C9,21163165,5,18,1.0,D3 -> C9
20/09/2023,C9,21163165,30,19,6.0,D3 -> C9
21/09/2023,C9,21163165,7,20,1.4,D3 -> C9
22/09/2023,C9,21163165,31,21,6.2,D3 -> C9
23/09/2023,C9,21163165,15,22,3.0,D3 -> C9
25/09/2023,C9,21163165,44,24,8.8,D3 -> C9
26/09/2023,C9,21163165,68,25,13.6,D3 -> C9
27/09/2023,C9,21163165,12,26,2.4,D3 -> C9
28/09/2023,C9,21163165,96,27,19.2,D3 -> C9
29/09/2023,C9,21163165,102,28,20.4,D3 -> C9
30/09/2023,C9,21163165,70,29,14.0,D3 -> C9
02/10/2023,C9,21163165,117,31,23.4,D3 -> C9
03/10/2023,C9,21163165,7,32,1.4,D3 -> C9
18/09/2023,C2,21163165,4,17,0.96,D1 -> C2
19/09/2023,C2,21163165,2,18,0.48,D1 -> C2
20/09/2023,C2,21163165,2,19,0.48,D1 -> C2
21/09/2023,C2,21163165,13,20,3.12,D1 -> C2
22/09/2023,C2,21163165,4,21,0.96,D1 -> C2
23/09/2023,C2,21163165,11,22,2.64,D1 -> C2
25/09/2023,C2,21163165,2,24,0.48,D1 -> C2
26/09/2023,C2,21163165,3,25,0.72,D1 -> C2
27/09/2023,C2,21163165,5,26,1.2,D1 -> C2
28/09/2023,C2,21163165,12,27,2.88,D1 -> C2
29/09/2023,C2,21163165,9,28,2.16,D1 -> C2
30/09/2023,C2,21163165,29,29,6.96,D1 -> C2
02/10/2023,C2,21163165,5,31,1.2,D1 -> C2
18/09/2023,C10,21163240,43,17,10.32,D3 -> C10
19/09/2023,C10,21163240,80,18,19.2,D3 -> C10
20/09/2023,C10,21163240,172,19,41.28,D3 -> C10
21/09/2023,C10,21163240,41,20,9.84,D3 -> C10
22/09/2023,C10,21163240,60,21,14.4,D3 -> C10
23/09/2023,C10,21163240,123,22,29.52,D3 -> C10
25/09/2023,C10,21163240,89,24,21.36,D3 -> C10
26/09/2023,C10,21163240,43,25,10.32,D3 -> C10
27/09/2023,C10,21163240,277,26,357.33,D2 -> D3 -> C10
28/09/2023,C10,21163240,236,27,56.64,D3 -> C10
29/09/2023,C10,21163240,244,28,314.76,D2 -> D3 -> C10
30/09/2023,C10,21163240,183,29,43.92,D3 -> C10
02/10/2023,C10,21163240,69,31,16.56,D3 -> C10
03/10/2023,C10,21163240,75,32,18.0,D3 -> C10
18/09/2023,C1,21163240,70,17,11.2,D1 -> C1
19/09/2023,C1,21163240,10,18,1.6,D1 -> C1
20/09/2023,C1,21163240,25,19,4.0,D1 -> C1
21/09/2023,C1,21163240,105,20,84.0,D2 -> D1 -> C1
22/09/2023,C1,21163240,39,21,6.24,D1 -> C1
23/09/2023,C1,21163240,183,22,146.4,D2 -> D1 -> C1
25/09/2023,C1,21163240,12,24,1.92,D1 -> C1
26/09/2023,C1,21163240,69,25,11.04,D1 -> C1
27/09/2023,C1,21163240,24,26,3.84,D1 -> C1
28/09/2023,C1,21163240,72,27,11.52,D1 -> C1
29/09/2023,C1,21163240,92,28,73.6,D2 -> D1 -> C1
30/09/2023,C1,21163240,183,29,146.4,D2 -> D1 -> C1
02/10/2023,C1,21163240,74,31,11.84,D1 -> C1
03/10/2023,C1,21163240,46,32,7.36,D1 -> C1
20/09/2023,C5,21163240,9,19,1.8,D2 -> C5
23/09/2023,C5,21163240,4,22,0.8,D2 -> C5
25/09/2023,C5,21163240,7,24,1.4,D2 -> C5
27/09/2023,C5,21163240,21,26,4.2,D2 -> C5
28/09/2023,C5,21163240,3,27,0.6,D2 -> C5
29/09/2023,C5,21163240,6,28,1.2,D2 -> C5
30/09/2023,C5,21163240,32,29,6.4,D2 -> C5
02/10/2023,C5,21163240,5,31,1.0,D2 -> C5
18/09/2023,C6,67068535,4,17,0.48,D3 -> C6
19/09/2023,C6,67068535,32,18,3.84,D3 -> C6
20/09/2023,C6,67068535,18,19,2.16,D3 -> C6
21/09/2023,C6,67068535,11,20,1.32,D3 -> C6
22/09/2023,C6,67068535,46,21,5.52,D3 -> C6
23/09/2023,C6,67068535,13,22,1.56,D3 -> C6
25/09/2023,C6,67068535,20,24,2.4,D3 -> C6
26/09/2023,C6,67068535,57,25,6.84,D3 -> C6
27/09/2023,C6,67068535,69,26,8.28,D3 -> C6
28/09/2023,C6,67068535,64,27,7.68,D3 -> C6
29/09/2023,C6,67068535,67,28,8.04,D3 -> C6
30/09/2023,C6,67068535,51,29,6.12,D3 -> C6
02/10/2023,C6,67068535,34,31,4.08,D3 -> C6
03/10/2023,C6,67068535,30,32,3.6,D3 -> C6
18/09/2023,C2,67068535,4,17,0.96,D1 -> C2
19/09/2023,C2,67068535,35,18,8.4,D1 -> C2
20/09/2023,C2,67068535,276,19,270.48,D3 -> D1 -> C2
21/09/2023,C2,67068535,59,20,57.82,D3 -> D1 -> C2
22/09/2023,C2,67068535,172,21,168.56,D3 -> D1 -> C2
23/09/2023,C2,67068535,116,22,113.68,D3 -> D1 -> C2
25/09/2023,C2,67068535,8,24,1.92,D1 -> C2
26/09/2023,C2,67068535,38,25,9.12,D1 -> C2
27/09/2023,C2,67068535,49,26,11.76,D1 -> C2
28/09/2023,C2,67068535,93,27,91.14,D3 -> D1 -> C2
29/09/2023,C2,67068535,144,28,141.12,D3 -> D1 -> C2
30/09/2023,C2,67068535,61,29,59.78,D3 -> D1 -> C2
02/10/2023,C2,67068535,175,31,171.5,D3 -> D1 -> C2
03/10/2023,C2,67068535,5,32,1.2,D1 -> C2
20/09/2023,C4,67068535,2,19,1.68,D2 -> C4
22/09/2023,C4,67068535,8,21,6.72,D2 -> C4
23/09/2023,C4,67068535,10,22,8.4,D2 -> C4
27/09/2023,C4,67068535,11,26,9.24,D2 -> C4
29/09/2023,C4,67068535,1,28,0.84,D2 -> C4
30/09/2023,C4,67068535,7,29,5.88,D2 -> C4
20/09/2023,C9,67068537,7,19,1.4,D3 -> C9
21/09/2023,C9,67068537,8,20,1.6,D3 -> C9
22/09/2023,C9,67068537,5,21,1.0,D3 -> C9
23/09/2023,C9,67068537,2,22,0.4,D3 -> C9
29/09/2023,C9,67068537,1,28,0.2,D3 -> C9
18/09/2023,C1,67068537,1,17,0.16,D1 -> C1
19/09/2023,C1,67068537,6,18,0.96,D1 -> C1
20/09/2023,C1,67068537,4,19,0.64,D1 -> C1
21/09/2023,C1,67068537,6,20,0.96,D1 -> C1
22/09/2023,C1,67068537,5,21,0.8,D1 -> C1
23/09/2023,C1,67068537,19,22,3.04,D1 -> C1
26/09/2023,C1,67068537,14,25,2.24,D1 -> C1
27/09/2023,C1,67068537,6,26,0.96,D1 -> C1
28/09/2023,C1,67068537,8,27,1.28,D1 -> C1
29/09/2023,C1,67068537,5,28,0.8,D1 -> C1
30/09/2023,C1,67068537,13,29,2.08,D1 -> C1
02/10/2023,C1,67068537,16,31,2.56,D1 -> C1
03/10/2023,C1,67068537,11,32,1.76,D1 -> C1
21/09/2023,C5,67068537,1,20,0.2,D2 -> C5
22/09/2023,C5,67068537,1,21,0.2,D2 -> C5
25/09/2023,C5,67068537,1,24,0.2,D2 -> C5
27/09/2023,C5,67068537,2,26,0.4,D2 -> C5
20/09/2023,C6,67068541,1,19,0.12,D3 -> C6
21/09/2023,C6,67068541,13,20,1.56,D3 -> C6
22/09/2023,C6,67068541,7,21,0.84,D3 -> C6
23/09/2023,C6,67068541,3,22,0.36,D3 -> C6
25/09/2023,C6,67068541,10,24,1.2,D3 -> C6
26/09/2023,C6,67068541,2,25,0.24,D3 -> C6
27/09/2023,C6,67068541,11,26,1.32,D3 -> C6
28/09/2023,C6,67068541,1,27,0.12,D3 -> C6
29/09/2023,C6,67068541,10,28,1.2,D3 -> C6
30/09/2023,C6,67068541,7,29,0.84,D3 -> C6
02/10/2023,C6,67068541,5,31,0.6,D3 -> C6
18/09/2023,C1,67068541,2,17,2.24,D2 -> C1
20/09/2023,C1,67068541,5,19,5.6,D2 -> C1
21/09/2023,C1,67068541,1,20,1.12,D2 -> C1
22/09/2023,C1,67068541,1,21,1.12,D2 -> C1
23/09/2023,C1,67068541,4,22,4.48,D2 -> C1
25/09/2023,C1,67068541,1,24,1.12,D2 -> C1
30/09/2023,C1,67068541,3,29,3.36,D2 -> C1
02/10/2023,C1,67068541,6,31,6.72,D2 -> C1
29/09/2023,C4,67068541,1,28,0.84,D2 -> C4
19/09/2023,C7,67068543,2,18,0.2,D3 -> C7
20/09/2023,C7,67068543,4,19,0.4,D3 -> C7
21/09/2023,C7,67068543,4,20,0.4,D3 -> C7
22/09/2023,C7,67068543,5,21,0.5,D3 -> C7
23/09/2023,C7,67068543,4,22,0.4,D3 -> C7
25/09/2023,C7,67068543,11,24,1.1,D3 -> C7
26/09/2023,C7,67068543,13,25,1.3,D3 -> C7
27/09/2023,C7,67068543,12,26,1.2,D3 -> C7
28/09/2023,C7,67068543,3,27,0.3,D3 -> C7
29/09/2023,C7,67068543,17,28,1.7,D3 -> C7
30/09/2023,C7,67068543,12,29,1.2,D3 -> C7
02/10/2023,C7,67068543,9,31,0.9,D3 -> C7
20/09/2023,C2,67068543,8,19,1.92,D1 -> C2
22/09/2023,C2,67068543,3,21,0.72,D1 -> C2
23/09/2023,C2,67068543,12,22,11.76,D3 -> D1 -> C2
27/09/2023,C2,67068543,1,26,0.24,D1 -> C2
28/09/2023,C2,67068543,2,27,0.48,D1 -> C2
30/09/2023,C2,67068543,4,29,0.96,D1 -> C2
02/10/2023,C2,67068543,3,31,0.72,D1 -> C2
23/09/2023,C4,67068543,1,22,0.84,D2 -> C4
27/09/2023,C4,67068543,2,26,1.68,D2 -> C4
29/09/2023,C4,67068543,1,28,0.84,D2 -> C4
18/09/2023,C7,67068560,1,17,0.1,D3 -> C7
19/09/2023,C7,67068560,1,18,0.1,D3 -> C7
20/09/2023,C7,67068560,6,19,0.6,D3 -> C7
21/09/2023,C7,67068560,4,20,0.4,D3 -> C7
22/09/2023,C7,67068560,15,21,1.5,D3 -> C7
23/09/2023,C7,67068560,2,22,0.2,D3 -> C7
25/09/2023,C7,67068560,5,24,0.5,D3 -> C7
29/09/2023,C7,67068560,2,28,0.2,D3 -> C7
19/09/2023,C1,67068560,6,18,0.96,D1 -> C1
20/09/2023,C1,67068560,4,19,0.64,D1 -> C1
21/09/2023,C1,67068560,3,20,0.48,D1 -> C1
22/09/2023,C1,67068560,1,21,0.16,D1 -> C1
23/09/2023,C1,67068560,4,22,0.64,D1 -> C1
26/09/2023,C1,67068560,7,25,1.12,D1 -> C1
27/09/2023,C1,67068560,7,26,1.12,D1 -> C1
28/09/2023,C1,67068560,7,27,1.12,D1 -> C1
29/09/2023,C1,67068560,3,28,0.48,D1 -> C1
30/09/2023,C1,67068560,7,29,1.12,D1 -> C1
02/10/2023,C1,67068560,7,31,1.12,D1 -> C1
03/10/2023,C1,67068560,3,32,0.48,D1 -> C1
21/09/2023,C5,67068560,4,20,0.8,D2 -> C5
22/09/2023,C5,67068560,1,21,0.2,D2 -> C5
28/09/2023,C5,67068560,2,27,0.4,D2 -> C5
18/09/2023,C6,67068562,7,17,0.84,D3 -> C6
19/09/2023,C6,67068562,48,18,5.76,D3 -> C6
20/09/2023,C6,67068562,34,19,4.08,D3 -> C6
21/09/2023,C6,67068562,39,20,4.68,D3 -> C6
22/09/2023,C6,67068562,42,21,5.04,D3 -> C6
23/09/2023,C6,67068562,86,22,10.32,D3 -> C6
25/09/2023,C6,67068562,46,24,5.52,D3 -> C6
26/09/2023,C6,67068562,84,25,10.08,D3 -> C6
27/09/2023,C6,67068562,101,26,12.12,D3 -> C6
28/09/2023,C6,67068562,98,27,11.76,D3 -> C6
29/09/2023,C6,67068562,86,28,10.32,D3 -> C6
30/09/2023,C6,67068562,60,29,7.2,D3 -> C6
02/10/2023,C6,67068562,45,31,5.4,D3 -> C6
03/10/2023,C6,67068562,37,32,4.44,D3 -> C6
18/09/2023,C2,67068562,2,17,1.96,D3 -> D1 -> C2
19/09/2023,C2,67068562,46,18,45.08,D3 -> D1 -> C2
20/09/2023,C2,67068562,126,19,123.48,D3 -> D1 -> C2
21/09/2023,C2,67068562,23,20,22.54,D3 -> D1 -> C2
22/09/2023,C2,67068562,64,21,62.72,D3 -> D1 -> C2
23/09/2023,C2,67068562,75,22,73.5,D3 -> D1 -> C2
25/09/2023,C2,67068562,16,24,15.68,D3 -> D1 -> C2
26/09/2023,C2,67068562,14,25,13.72,D3 -> D1 -> C2
27/09/2023,C2,67068562,74,26,72.52,D3 -> D1 -> C2
28/09/2023,C2,67068562,87,27,85.26,D3 -> D1 -> C2
29/09/2023,C2,67068562,74,28,72.52,D3 -> D1 -> C2
30/09/2023,C2,67068562,54,29,52.92,D3 -> D1 -> C2
02/10/2023,C2,67068562,77,31,75.46,D3 -> D1 -> C2
03/10/2023,C2,67068562,118,32,115.64,D3 -> D1 -> C2
19/09/2023,C5,67068562,4,18,0.8,D2 -> C5
22/09/2023,C5,67068562,8,21,1.6,D2 -> C5
23/09/2023,C5,67068562,15,22,3.0,D2 -> C5
25/09/2023,C5,67068562,10,24,2.0,D2 -> C5
27/09/2023,C5,67068562,24,26,4.8,D2 -> C5
29/09/2023,C5,67068562,1,28,0.2,D2 -> C5
30/09/2023,C5,67068562,20,29,4.0,D2 -> C5
02/10/2023,C5,67068562,8,31,1.6,D2 -> C5
03/10/2023,C5,67068562,10,32,2.0,D2 -> C5
19/09/2023,C8,67077747,112,18,126.56,D2 -> D3 -> C8
20/09/2023,C8,67077747,6,19,6.78,D2 -> D3 -> C8
21/09/2023,C8,67077747,118,20,133.34,D2 -> D3 -> C8
22/09/2023,C8,67077747,32,21,36.16,D2 -> D3 -> C8
25/09/2023,C8,67077747,50,24,56.5,D2 -> D3 -> C8
26/09/2023,C8,67077747,310,25,350.3,D2 -> D3 -> C8
27/09/2023,C8,67077747,219,26,247.47,D2 -> D3 -> C8
28/09/2023,C8,67077747,112,27,126.56,D2 -> D3 -> C8
29/09/2023,C8,67077747,294,28,332.22,D2 -> D3 -> C8
30/09/2023,C8,67077747,167,29,188.71,D2 -> D3 -> C8
02/10/2023,C8,67077747,146,31,164.98,D2 -> D3 -> C8
03/10/2023,C8,67077747,105,32,118.65,D2 -> D3 -> C8
19/09/2023,C3,67077747,4,18,1.6,D1 -> C3
20/09/2023,C3,67077747,2,19,0.8,D1 -> C3
22/09/2023,C3,67077747,16,21,6.4,D1 -> C3
23/09/2023,C3,67077747,1,22,0.4,D1 -> C3
26/09/2023,C3,67077747,9,25,3.6,D1 -> C3
27/09/2023,C3,67077747,107,26,42.8,D1 -> C3
28/09/2023,C3,67077747,39,27,15.6,D1 -> C3
29/09/2023,C3,67077747,1,28,0.4,D1 -> C3
30/09/2023,C3,67077747,36,29,14.4,D1 -> C3
02/10/2023,C3,67077747,41,31,16.4,D1 -> C3
03/10/2023,C3,67077747,12,32,4.8,D1 -> C3
22/09/2023,C5,67077747,50,21,10.0,D2 -> C5
28/09/2023,C5,67077747,8,27,1.6,D2 -> C5
30/09/2023,C5,67077747,50,29,10.0,D2 -> C5
02/10/2023,C5,67077747,77,31,15.4,D2 -> C5
03/10/2023,C5,67077747,50,32,10.0,D2 -> C5
19/09/2023,C9,67077749,94,18,117.5,D2 -> D3 -> C9
20/09/2023,C9,67077749,37,19,46.25,D2 -> D3 -> C9
21/09/2023,C9,67077749,169,20,211.25,D2 -> D3 -> C9
22/09/2023,C9,67077749,159,21,198.75,D2 -> D3 -> C9
23/09/2023,C9,67077749,16,22,20.0,D2 -> D3 -> C9
25/09/2023,C9,67077749,80,24,100.0,D2 -> D3 -> C9
26/09/2023,C9,67077749,297,25,371.25,D2 -> D3 -> C9
27/09/2023,C9,67077749,326,26,824.78,D2 -> D1 -> D2 -> D3 -> C9
28/09/2023,C9,67077749,317,27,802.01,D2 -> D1 -> D2 -> D3 -> C9
29/09/2023,C9,67077749,298,28,372.5,D2 -> D3 -> C9
30/09/2023,C9,67077749,119,29,148.75,D2 -> D3 -> C9
02/10/2023,C9,67077749,161,31,201.25,D2 -> D3 -> C9
03/10/2023,C9,67077749,70,32,87.5,D2 -> D3 -> C9
19/09/2023,C3,67077749,5,18,5.2,D2 -> D1 -> C3
20/09/2023,C3,67077749,4,19,1.6,D1 -> C3
21/09/2023,C3,67077749,45,20,46.8,D2 -> D1 -> C3
22/09/2023,C3,67077749,47,21,48.88,D2 -> D1 -> C3
23/09/2023,C3,67077749,53,22,55.12,D2 -> D1 -> C3
25/09/2023,C3,67077749,5,24,5.2,D2 -> D1 -> C3
26/09/2023,C3,67077749,3,25,1.2,D1 -> C3
27/09/2023,C3,67077749,10,26,10.4,D2 -> D1 -> C3
28/09/2023,C3,67077749,51,27,53.04,D2 -> D1 -> C3
29/09/2023,C3,67077749,106,28,110.24,D2 -> D1 -> C3
30/09/2023,C3,67077749,80,29,83.2,D2 -> D1 -> C3
02/10/2023,C3,67077749,90,31,93.6,D2 -> D1 -> C3
03/10/2023,C3,67077749,27,32,28.08,D2 -> D1 -> C3
20/09/2023,C4,67077749,13,19,10.92,D2 -> C4
22/09/2023,C4,67077749,40,21,33.6,D2 -> C4
25/09/2023,C4,67077749,45,24,37.8,D2 -> C4
27/09/2023,C4,67077749,50,26,42.0,D2 -> C4
28/09/2023,C4,67077749,27,27,22.68,D2 -> C4
29/09/2023,C4,67077749,10,28,8.4,D2 -> C4
30/09/2023,C4,67077749,20,29,16.8,D2 -> C4
02/10/2023,C4,67077749,10,31,8.4,D2 -> C4
03/10/2023,C4,67077749,20,32,16.8,D2 -> C4
19/09/2023,C6,67077751,166,18,194.22,D2 -> D3 -> C6
20/09/2023,C6,67077751,53,19,62.01,D2 -> D3 -> C6
21/09/2023,C6,67077751,253,20,296.01,D2 -> D3 -> C6
22/09/2023,C6,67077751,280,21,327.6,D2 -> D3 -> C6
23/09/2023,C6,67077751,117,22,136.89,D2 -> D3 -> C6
25/09/2023,C6,67077751,140,24,163.8,D2 -> D3 -> C6
26/09/2023,C6,67077751,354,25,867.3,D2 -> D1 -> D2 -> D3 -> C6
27/09/2023,C6,67077751,383,26,938.35,D2 -> D1 -> D2 -> D3 -> C6
28/09/2023,C6,67077751,278,27,325.26,D2 -> D3 -> C6
29/09/2023,C6,67077751,529,28,1296.05,D2 -> D1 -> D2 -> D3 -> C6
30/09/2023,C6,67077751,320,29,374.4,D2 -> D3 -> C6
02/10/2023,C6,67077751,306,31,358.02,D2 -> D3 -> C6
03/10/2023,C6,67077751,230,32,269.1,D2 -> D3 -> C6
19/09/2023,C2,67077751,8,18,7.04,D2 -> D1 -> C2
20/09/2023,C2,67077751,77,19,67.76,D2 -> D1 -> C2
21/09/2023,C2,67077751,85,20,74.8,D2 -> D1 -> C2
22/09/2023,C2,67077751,163,21,143.44,D2 -> D1 -> C2
23/09/2023,C2,67077751,150,22,132.0,D2 -> D1 -> C2
25/09/2023,C2,67077751,85,24,74.8,D2 -> D1 -> C2
26/09/2023,C2,67077751,37,25,32.56,D2 -> D1 -> C2
27/09/2023,C2,67077751,74,26,65.12,D2 -> D1 -> C2
28/09/2023,C2,67077751,326,27,704.16,D2 -> D1 -> D2 -> D1 -> C2
29/09/2023,C2,67077751,103,28,90.64,D2 -> D1 -> C2
30/09/2023,C2,67077751,134,29,117.92,D2 -> D1 -> C2
02/10/2023,C2,67077751,278,31,244.64,D2 -> D1 -> C2
03/10/2023,C2,67077751,112,32,98.56,D2 -> D1 -> C2
20/09/2023,C4,67077751,11,19,9.24,D2 -> C4
22/09/2023,C4,67077751,15,21,12.6,D2 -> C4
23/09/2023,C4,67077751,15,22,12.6,D2 -> C4
25/09/2023,C4,67077751,20,24,16.8,D2 -> C4
27/09/2023,C4,67077751,58,26,48.72,D2 -> C4
28/09/2023,C4,67077751,23,27,19.32,D2 -> C4
29/09/2023,C4,67077751,14,28,11.76,D2 -> C4
30/09/2023,C4,67077751,35,29,29.4,D2 -> C4
02/10/2023,C4,67077751,15,31,12.6,D2 -> C4
03/10/2023,C4,67077751,50,32,42.0,D2 -> C4
18/09/2023,C7,67077753,300,17,975.17,D2 -> D3 -> D2 -> D3 -> C7
19/09/2023,C7,67077753,514,18,2210.87,D3 -> D2 -> D3 -> D2 -> D3 -> C7
20/09/2023,C7,67077753,475,19,2043.07,D3 -> D2 -> D3 -> D2 -> D3 -> C7
21/09/2023,C7,67077753,423,20,1374.75,D2 -> D3 -> D2 -> D3 -> C7
22/09/2023,C7,67077753,621,21,3323.32,D2 -> D3 -> D2 -> D3 -> D2 -> D3 -> C7
23/09/2023,C7,67077753,374,22,1215.5,D2 -> D3 -> D2 -> D3 -> C7
25/09/2023,C7,67077753,200,24,230.0,D2 -> D3 -> C7
26/09/2023,C7,67077753,312,25,1014.0,D2 -> D3 -> D2 -> D3 -> C7
27/09/2023,C7,67077753,153,26,175.95,D2 -> D3 -> C7
03/10/2023,C7,67077753,590,32,3156.5,D2 -> D3 -> D2 -> D3 -> D2 -> D3 -> C7
19/09/2023,C1,67077753,13,18,14.56,D2 -> C1
20/09/2023,C1,67077753,140,19,303.8,D3 -> D2 -> C1
21/09/2023,C1,67077753,66,20,73.92,D2 -> C1
22/09/2023,C1,67077753,418,21,1784.86,D3 -> D2 -> D3 -> D2 -> C1
23/09/2023,C1,67077753,116,22,129.92,D2 -> C1
25/09/2023,C1,67077753,90,24,100.8,D2 -> C1
26/09/2023,C1,67077753,89,25,99.68,D2 -> C1
27/09/2023,C1,67077753,53,26,59.36,D2 -> C1
28/09/2023,C1,67077753,247,27,795.34,D2 -> D3 -> D2 -> C1
29/09/2023,C1,67077753,280,28,901.6,D2 -> D3 -> D2 -> C1
30/09/2023,C1,67077753,208,29,451.36,D3 -> D2 -> C1
02/10/2023,C1,67077753,447,31,2378.04,D2 -> D3 -> D2 -> D3 -> D2 -> C1
03/10/2023,C1,67077753,212,32,460.04,D3 -> D2 -> C1
21/09/2023,C4,67077753,20,20,16.8,D2 -> C4
22/09/2023,C4,67077753,20,21,16.8,D2 -> C4
23/09/2023,C4,67077753,33,22,27.72,D2 -> C4
25/09/2023,C4,67077753,30,24,25.2,D2 -> C4
27/09/2023,C4,67077753,10,26,8.4,D2 -> C4
28/09/2023,C4,67077753,26,27,21.84,D2 -> C4
30/09/2023,C4,67077753,55,29,46.2,D2 -> C4
02/10/2023,C4,67077753,72,31,60.48,D2 -> C4
03/10/2023,C4,67077753,20,32,16.8,D2 -> C4
18/09/2023,C10,67077755,60,17,14.4,D3 -> C10
19/09/2023,C10,67077755,15,18,3.6,D3 -> C10
20/09/2023,C10,67077755,45,19,10.8,D3 -> C10
21/09/2023,C10,67077755,60,20,14.4,D3 -> C10
22/09/2023,C10,67077755,9,21,2.16,D3 -> C10
23/09/2023,C10,67077755,251,22,60.24,D3 -> C10
25/09/2023,C10,67077755,45,24,10.8,D3 -> C10
26/09/2023,C10,67077755,15,25,3.6,D3 -> C10
27/09/2023,C10,67077755,29,26,6.96,D3 -> C10
28/09/2023,C10,67077755,189,27,45.36,D3 -> C10
29/09/2023,C10,67077755,167,28,40.08,D3 -> C10
30/09/2023,C10,67077755,98,29,23.52,D3 -> C10
02/10/2023,C10,67077755,186,31,44.64,D3 -> C10
03/10/2023,C10,67077755,27,32,6.48,D3 -> C10
18/09/2023,C3,67077755,5,17,2.0,D1 -> C3
20/09/2023,C3,67077755,120,19,136.8,D3 -> D1 -> C3
21/09/2023,C3,67077755,27,20,10.8,D1 -> C3
22/09/2023,C3,67077755,66,21,26.4,D1 -> C3
23/09/2023,C3,67077755,70,22,28.0,D1 -> C3
25/09/2023,C3,67077755,11,24,4.4,D1 -> C3
27/09/2023,C3,67077755,1,26,0.4,D1 -> C3
28/09/2023,C3,67077755,128,27,145.92,D3 -> D1 -> C3
30/09/2023,C3,67077755,1,29,0.4,D1 -> C3
02/10/2023,C3,67077755,176,31,200.64,D3 -> D1 -> C3
03/10/2023,C3,67077755,36,32,14.4,D1 -> C3
18/09/2023,C9,67077757,19,17,3.8,D3 -> C9
19/09/2023,C9,67077757,612,18,575.28,D1 -> D3 -> C9
20/09/2023,C9,67077757,664,19,624.16,D1 -> D3 -> C9
21/09/2023,C9,67077757,325,20,305.5,D1 -> D3 -> C9
22/09/2023,C9,67077757,1014,21,2251.08,D1 -> D2 -> D1 -> D3 -> C9
23/09/2023,C9,67077757,609,22,572.46,D1 -> D3 -> C9
25/09/2023,C9,67077757,1055,24,2342.1,D1 -> D2 -> D1 -> D3 -> C9
26/09/2023,C9,67077757,530,25,498.2,D1 -> D3 -> C9
27/09/2023,C9,67077757,1315,26,2919.3,D1 -> D2 -> D1 -> D3 -> C9
28/09/2023,C9,67077757,1626,27,3609.72,D1 -> D2 -> D1 -> D3 -> C9
29/09/2023,C9,67077757,2217,28,7759.5,D1 -> D2 -> D1 -> D2 -> D1 -> D3 -> C9
30/09/2023,C9,67077757,922,29,2046.84,D1 -> D2 -> D1 -> D3 -> C9
02/10/2023,C9,67077757,2434,31,8519.0,D1 -> D2 -> D1 -> D2 -> D1 -> D3 -> C9
03/10/2023,C9,67077757,615,32,578.1,D1 -> D3 -> C9
18/09/2023,C2,67077757,304,17,72.96,D1 -> C2
19/09/2023,C2,67077757,240,18,57.6,D1 -> C2
20/09/2023,C2,67077757,87,19,20.88,D1 -> C2
21/09/2023,C2,67077757,134,20,32.16,D1 -> C2
22/09/2023,C2,67077757,268,21,64.32,D1 -> C2
23/09/2023,C2,67077757,190,22,45.6,D1 -> C2
25/09/2023,C2,67077757,73,24,17.52,D1 -> C2
26/09/2023,C2,67077757,310,25,74.4,D1 -> C2
27/09/2023,C2,67077757,251,26,60.24,D1 -> C2
28/09/2023,C2,67077757,291,27,69.84,D1 -> C2
29/09/2023,C2,67077757,864,28,760.32,D2 -> D1 -> C2
30/09/2023,C2,67077757,160,29,38.4,D1 -> C2
02/10/2023,C2,67077757,204,31,48.96,D1 -> C2
03/10/2023,C2,67077757,173,32,41.52,D1 -> C2
20/09/2023,C4,67077757,40,19,33.6,D2 -> C4
21/09/2023,C4,67077757,80,20,67.2,D2 -> C4
22/09/2023,C4,67077757,95,21,79.8,D2 -> C4
23/09/2023,C4,67077757,327,22,483.96,D1 -> D2 -> C4
