day,user,material,demand,deadline,total_cost(mil VND),path
21/09/2023,C2,67597046,580,20,139.2,D1 -> C2
22/09/2023,C2,67597046,376,21,90.24,D1 -> C2
23/09/2023,C2,67597046,101,22,24.24,D1 -> C2
25/09/2023,C2,67597046,339,24,81.36,D1 -> C2
26/09/2023,C2,67597046,129,25,30.96,D1 -> C2
27/09/2023,C2,67597046,127,26,30.48,D1 -> C2
28/09/2023,C2,67597046,693,27,166.32,D1 -> C2
29/09/2023,C2,67597046,1007,28,241.68,D1 -> C2
30/09/2023,C2,67597046,4021,29,965.04,D1 -> C2
02/10/2023,C2,67597046,2788,31,669.12,D1 -> C2
03/10/2023,C2,67597046,1811,32,434.64,D1 -> C2
20/09/2023,C4,67597046,18,19,15.12,D2 -> C4
21/09/2023,C4,67597046,67,20,56.28,D2 -> C4
22/09/2023,C4,67597046,162,21,136.08,D2 -> C4
23/09/2023,C4,67597046,412,22,609.76,D1 -> D2 -> C4
27/09/2023,C4,67597046,131,26,110.04,D2 -> C4
28/09/2023,C4,67597046,568,27,840.64,D1 -> D2 -> C4
29/09/2023,C4,67597046,158,28,132.72,D2 -> C4
30/09/2023,C4,67597046,135,29,113.4,D2 -> C4
02/10/2023,C4,67597046,271,31,401.08,D1 -> D2 -> C4
03/10/2023,C4,67597046,385,32,569.8,D1 -> D2 -> C4
18/09/2023,C6,67597822,10,17,1.2,D3 -> C6
19/09/2023,C6,67597822,30,18,3.6,D3 -> C6
20/09/2023,C6,67597822,10,19,1.2,D3 -> C6
23/09/2023,C6,67597822,10,22,1.2,D3 -> C6
27/09/2023,C6,67597822,25,26,3.0,D3 -> C6
28/09/2023,C6,67597822,10,27,1.2,D3 -> C6
29/09/2023,C6,67597822,10,28,1.2,D3 -> C6
02/10/2023,C3,67597822,15,31,6.0,D1 -> C3
23/09/2023,C5,67597822,20,22,4.0,D2 -> C5
03/10/2023,C5,67597822,5,32,1.0,D2 -> C5
18/09/2023,C8,67598668,84,17,6.72,D3 -> C8
19/09/2023,C8,67598668,59,18,4.72,D3 -> C8
20/09/2023,C8,67598668,6,19,0.48,D3 -> C8
21/09/2023,C8,67598668,8,20,0.64,D3 -> C8
22/09/2023,C8,67598668,17,21,1.36,D3 -> C8
23/09/2023,C8,67598668,31,22,2.48,D3 -> C8
25/09/2023,C8,67598668,11,24,0.88,D3 -> C8
26/09/2023,C8,67598668,12,25,0.96,D3 -> C8
27/09/2023,C8,67598668,33,26,2.64,D3 -> C8
28/09/2023,C8,67598668,16,27,1.28,D3 -> C8
29/09/2023,C8,67598668,10,28,0.8,D3 -> C8
30/09/2023,C8,67598668,51,29,4.08,D3 -> C8
02/10/2023,C8,67598668,23,31,1.84,D3 -> C8
03/10/2023,C8,67598668,20,32,1.6,D3 -> C8
18/09/2023,C1,67598668,2,17,0.32,D1 -> C1
19/09/2023,C1,67598668,7,18,1.12,D1 -> C1
20/09/2023,C1,67598668,26,19,4.16,D1 -> C1
21/09/2023,C1,67598668,2,20,0.32,D1 -> C1
22/09/2023,C1,67598668,6,21,0.96,D1 -> C1
23/09/2023,C1,67598668,15,22,2.4,D1 -> C1
26/09/2023,C1,67598668,5,25,0.8,D1 -> C1
27/09/2023,C1,67598668,8,26,1.28,D1 -> C1
28/09/2023,C1,67598668,20,27,3.2,D1 -> C1
29/09/2023,C1,67598668,11,28,1.76,D1 -> C1
30/09/2023,C1,67598668,9,29,1.44,D1 -> C1
02/10/2023,C1,67598668,38,31,6.08,D1 -> C1
03/10/2023,C1,67598668,11,32,1.76,D1 -> C1
20/09/2023,C5,67598668,3,19,0.6,D2 -> C5
23/09/2023,C5,67598668,12,22,2.4,D2 -> C5
27/09/2023,C5,67598668,7,26,1.4,D2 -> C5
28/09/2023,C5,67598668,21,27,4.2,D2 -> C5
30/09/2023,C5,67598668,5,29,1.0,D2 -> C5
02/10/2023,C5,67598668,2,31,0.4,D2 -> C5
18/09/2023,C8,67598670,6,17,0.48,D3 -> C8
19/09/2023,C8,67598670,322,18,25.76,D3 -> C8
20/09/2023,C8,67598670,38,19,3.04,D3 -> C8
21/09/2023,C8,67598670,285,20,22.8,D3 -> C8
22/09/2023,C8,67598670,158,21,12.64,D3 -> C8
23/09/2023,C8,67598670,205,22,16.4,D3 -> C8
25/09/2023,C8,67598670,132,24,10.56,D3 -> C8
26/09/2023,C8,67598670,48,25,3.84,D3 -> C8
27/09/2023,C8,67598670,98,26,7.84,D3 -> C8
28/09/2023,C8,67598670,90,27,7.2,D3 -> C8
29/09/2023,C8,67598670,293,28,23.44,D3 -> C8
30/09/2023,C8,67598670,401,29,32.08,D3 -> C8
02/10/2023,C8,67598670,202,31,16.16,D3 -> C8
03/10/2023,C8,67598670,87,32,6.96,D3 -> C8
19/09/2023,C1,67598670,16,18,2.56,D1 -> C1
20/09/2023,C1,67598670,89,19,14.24,D1 -> C1
21/09/2023,C1,67598670,256,20,40.96,D1 -> C1
22/09/2023,C1,67598670,228,21,36.48,D1 -> C1
23/09/2023,C1,67598670,128,22,20.48,D1 -> C1
25/09/2023,C1,67598670,83,24,13.28,D1 -> C1
26/09/2023,C1,67598670,134,25,21.44,D1 -> C1
27/09/2023,C1,67598670,113,26,18.08,D1 -> C1
28/09/2023,C1,67598670,400,27,64.0,D1 -> C1
29/09/2023,C1,67598670,130,28,20.8,D1 -> C1
30/09/2023,C1,67598670,1356,29,216.96,D1 -> C1
02/10/2023,C1,67598670,971,31,155.36,D1 -> C1
03/10/2023,C1,67598670,301,32,48.16,D1 -> C1
20/09/2023,C5,67598670,10,19,2.0,D2 -> C5
21/09/2023,C5,67598670,7,20,1.4,D2 -> C5
22/09/2023,C5,67598670,20,21,4.0,D2 -> C5
23/09/2023,C5,67598670,95,22,19.0,D2 -> C5
25/09/2023,C5,67598670,12,24,2.4,D2 -> C5
27/09/2023,C5,67598670,33,26,6.6,D2 -> C5
28/09/2023,C5,67598670,120,27,24.0,D2 -> C5
29/09/2023,C5,67598670,11,28,2.2,D2 -> C5
30/09/2023,C5,67598670,10,29,2.0,D2 -> C5
02/10/2023,C5,67598670,97,31,19.4,D2 -> C5
03/10/2023,C5,67598670,90,32,18.0,D2 -> C5
19/09/2023,C10,67599149,10,18,2.4,D3 -> C10
21/09/2023,C10,67599149,12,20,2.88,D3 -> C10
22/09/2023,C10,67599149,10,21,2.4,D3 -> C10
23/09/2023,C10,67599149,21,22,5.04,D3 -> C10
27/09/2023,C10,67599149,25,26,6.0,D3 -> C10
29/09/2023,C10,67599149,10,28,2.4,D3 -> C10
30/09/2023,C10,67599149,90,29,21.6,D3 -> C10
02/10/2023,C10,67599149,76,31,18.24,D3 -> C10
03/10/2023,C10,67599149,14,32,3.36,D3 -> C10
22/09/2023,C1,67599149,4,21,0.64,D1 -> C1
23/09/2023,C1,67599149,2,22,0.32,D1 -> C1
25/09/2023,C1,67599149,2,24,0.32,D1 -> C1
29/09/2023,C1,67599149,2,28,0.32,D1 -> C1
30/09/2023,C1,67599149,12,29,1.92,D1 -> C1
02/10/2023,C1,67599149,4,31,0.64,D1 -> C1
03/10/2023,C1,67599149,3,32,0.48,D1 -> C1
23/09/2023,C4,67599149,5,22,4.2,D2 -> C4
27/09/2023,C4,67599149,5,26,4.2,D2 -> C4
19/09/2023,C9,67600238,6,18,1.2,D3 -> C9
20/09/2023,C9,67600238,3,19,0.6,D3 -> C9
21/09/2023,C9,67600238,20,20,4.0,D3 -> C9
22/09/2023,C9,67600238,5,21,1.0,D3 -> C9
23/09/2023,C9,67600238,20,22,4.0,D3 -> C9
26/09/2023,C9,67600238,10,25,2.0,D3 -> C9
28/09/2023,C9,67600238,20,27,4.0,D3 -> C9
30/09/2023,C9,67600238,5,29,1.0,D3 -> C9
03/10/2023,C9,67600238,60,32,75.0,D2 -> D3 -> C9
20/09/2023,C3,67600238,30,19,31.2,D2 -> D1 -> C3
21/09/2023,C3,67600238,243,20,1274.32,D2 -> D3 -> D2 -> D3 -> D2 -> D1 -> C3
26/09/2023,C3,67600238,10,25,10.4,D2 -> D1 -> C3
27/09/2023,C3,67600238,50,26,52.0,D2 -> D1 -> C3
28/09/2023,C3,67600238,45,27,46.8,D2 -> D1 -> C3
29/09/2023,C3,67600238,20,28,20.8,D2 -> D1 -> C3
30/09/2023,C3,67600238,25,29,26.0,D2 -> D1 -> C3
02/10/2023,C3,67600238,47,31,48.88,D2 -> D1 -> C3
03/10/2023,C3,67600238,60,32,62.4,D2 -> D1 -> C3
20/09/2023,C4,67600238,3,19,2.52,D2 -> C4
25/09/2023,C4,67600238,5,24,4.2,D2 -> C4
30/09/2023,C4,67600238,13,29,10.92,D2 -> C4
20/09/2023,C10,67602482,6,19,1.44,D3 -> C10
21/09/2023,C10,67602482,9,20,2.16,D3 -> C10
22/09/2023,C10,67602482,33,21,7.92,D3 -> C10
23/09/2023,C10,67602482,28,22,6.72,D3 -> C10
26/09/2023,C10,67602482,17,25,4.08,D3 -> C10
27/09/2023,C10,67602482,2,26,0.48,D3 -> C10
28/09/2023,C10,67602482,7,27,1.68,D3 -> C10
29/09/2023,C10,67602482,16,28,3.84,D3 -> C10
30/09/2023,C10,67602482,3,29,0.72,D3 -> C10
02/10/2023,C10,67602482,14,31,3.36,D3 -> C10
03/10/2023,C10,67602482,2,32,0.48,D3 -> C10
18/09/2023,C2,67602482,2,17,0.48,D1 -> C2
19/09/2023,C2,67602482,1,18,0.24,D1 -> C2
20/09/2023,C2,67602482,6,19,1.44,D1 -> C2
22/09/2023,C2,67602482,27,21,6.48,D1 -> C2
23/09/2023,C2,67602482,11,22,2.64,D1 -> C2
25/09/2023,C2,67602482,3,24,0.72,D1 -> C2
26/09/2023,C2,67602482,5,25,1.2,D1 -> C2
27/09/2023,C2,67602482,8,26,1.92,D1 -> C2
28/09/2023,C2,67602482,7,27,1.68,D1 -> C2
29/09/2023,C2,67602482,8,28,1.92,D1 -> C2
30/09/2023,C2,67602482,11,29,2.64,D1 -> C2
02/10/2023,C2,67602482,12,31,2.88,D1 -> C2
03/10/2023,C2,67602482,3,32,0.72,D1 -> C2
20/09/2023,C5,67602482,6,19,1.2,D2 -> C5
27/09/2023,C5,67602482,3,26,0.6,D2 -> C5
28/09/2023,C5,67602482,5,27,1.0,D2 -> C5
03/10/2023,C5,67602482,5,32,1.0,D2 -> C5
18/09/2023,C8,67604969,214,17,17.12,D3 -> C8
19/09/2023,C8,67604969,28,18,2.24,D3 -> C8
20/09/2023,C8,67604969,421,19,33.68,D3 -> C8
21/09/2023,C8,67604969,30,20,2.4,D3 -> C8
22/09/2023,C8,67604969,18,21,1.44,D3 -> C8
23/09/2023,C8,67604969,222,22,17.76,D3 -> C8
25/09/2023,C8,67604969,2,24,0.16,D3 -> C8
28/09/2023,C8,67604969,100,27,8.0,D3 -> C8
29/09/2023,C8,67604969,94,28,7.52,D3 -> C8
30/09/2023,C8,67604969,5,29,0.4,D3 -> C8
02/10/2023,C8,67604969,60,31,4.8,D3 -> C8
03/10/2023,C8,67604969,15,32,1.2,D3 -> C8
18/09/2023,C2,67604969,3,17,0.72,D1 -> C2
20/09/2023,C2,67604969,32,19,7.68,D1 -> C2
21/09/2023,C2,67604969,9,20,2.16,D1 -> C2
22/09/2023,C2,67604969,20,21,4.8,D1 -> C2
23/09/2023,C2,67604969,32,22,7.68,D1 -> C2
25/09/2023,C2,67604969,196,24,192.08,D3 -> D1 -> C2
27/09/2023,C2,67604969,1,26,0.24,D1 -> C2
28/09/2023,C2,67604969,527,27,516.46,D3 -> D1 -> C2
29/09/2023,C2,67604969,36,28,8.64,D1 -> C2
30/09/2023,C2,67604969,35,29,8.4,D1 -> C2
02/10/2023,C2,67604969,63,31,61.74,D3 -> D1 -> C2
03/10/2023,C2,67604969,17,32,4.08,D1 -> C2
19/09/2023,C5,67604969,10,18,2.0,D2 -> C5
20/09/2023,C5,67604969,26,19,5.2,D2 -> C5
22/09/2023,C5,67604969,10,21,2.0,D2 -> C5
25/09/2023,C5,67604969,7,24,1.4,D2 -> C5
28/09/2023,C5,67604969,4,27,0.8,D2 -> C5
02/10/2023,C5,67604969,5,31,1.0,D2 -> C5
19/09/2023,C7,67614114,42,18,4.2,D3 -> C7
20/09/2023,C7,67614114,3,19,0.3,D3 -> C7
21/09/2023,C7,67614114,20,20,2.0,D3 -> C7
22/09/2023,C7,67614114,6,21,0.6,D3 -> C7
23/09/2023,C7,67614114,24,22,2.4,D3 -> C7
25/09/2023,C7,67614114,39,24,3.9,D3 -> C7
26/09/2023,C7,67614114,25,25,2.5,D3 -> C7
27/09/2023,C7,67614114,37,26,3.7,D3 -> C7
28/09/2023,C7,67614114,27,27,2.7,D3 -> C7
29/09/2023,C7,67614114,29,28,2.9,D3 -> C7
30/09/2023,C7,67614114,23,29,2.3,D3 -> C7
02/10/2023,C7,67614114,15,31,1.5,D3 -> C7
03/10/2023,C7,67614114,5,32,0.5,D3 -> C7
19/09/2023,C2,67614114,1,18,0.24,D1 -> C2
20/09/2023,C2,67614114,13,19,12.74,D3 -> D1 -> C2
21/09/2023,C2,67614114,6,20,5.88,D3 -> D1 -> C2
22/09/2023,C2,67614114,4,21,0.96,D1 -> C2
23/09/2023,C2,67614114,8,22,7.84,D3 -> D1 -> C2
25/09/2023,C2,67614114,1,24,0.24,D1 -> C2
26/09/2023,C2,67614114,3,25,0.72,D1 -> C2
27/09/2023,C2,67614114,1,26,0.24,D1 -> C2
28/09/2023,C2,67614114,2,27,0.48,D1 -> C2
29/09/2023,C2,67614114,10,28,9.8,D3 -> D1 -> C2
30/09/2023,C2,67614114,1,29,0.24,D1 -> C2
02/10/2023,C2,67614114,36,31,35.28,D3 -> D1 -> C2
19/09/2023,C4,67614114,2,18,1.68,D2 -> C4
20/09/2023,C4,67614114,10,19,8.4,D2 -> C4
22/09/2023,C4,67614114,30,21,25.2,D2 -> C4
02/10/2023,C4,67614114,6,31,5.04,D2 -> C4
18/09/2023,C8,67614130,13,17,1.04,D3 -> C8
19/09/2023,C8,67614130,108,18,8.64,D3 -> C8
20/09/2023,C8,67614130,46,19,3.68,D3 -> C8
21/09/2023,C8,67614130,144,20,11.52,D3 -> C8
22/09/2023,C8,67614130,159,21,12.72,D3 -> C8
23/09/2023,C8,67614130,90,22,7.2,D3 -> C8
25/09/2023,C8,67614130,221,24,17.68,D3 -> C8
26/09/2023,C8,67614130,201,25,16.08,D3 -> C8
27/09/2023,C8,67614130,560,26,44.8,D3 -> C8
28/09/2023,C8,67614130,194,27,15.52,D3 -> C8
29/09/2023,C8,67614130,567,28,45.36,D3 -> C8
30/09/2023,C8,67614130,579,29,46.32,D3 -> C8
02/10/2023,C8,67614130,235,31,18.8,D3 -> C8
03/10/2023,C8,67614130,218,32,17.44,D3 -> C8
18/09/2023,C2,67614130,20,17,4.8,D1 -> C2
19/09/2023,C2,67614130,62,18,14.88,D1 -> C2
20/09/2023,C2,67614130,208,19,49.92,D1 -> C2
21/09/2023,C2,67614130,26,20,6.24,D1 -> C2
22/09/2023,C2,67614130,15,21,3.6,D1 -> C2
23/09/2023,C2,67614130,114,22,27.36,D1 -> C2
25/09/2023,C2,67614130,33,24,7.92,D1 -> C2
26/09/2023,C2,67614130,153,25,36.72,D1 -> C2
27/09/2023,C2,67614130,210,26,50.4,D1 -> C2
28/09/2023,C2,67614130,79,27,18.96,D1 -> C2
29/09/2023,C2,67614130,232,28,55.68,D1 -> C2
30/09/2023,C2,67614130,68,29,16.32,D1 -> C2
02/10/2023,C2,67614130,132,31,31.68,D1 -> C2
03/10/2023,C2,67614130,59,32,14.16,D1 -> C2
21/09/2023,C4,67614130,10,20,8.4,D2 -> C4
22/09/2023,C4,67614130,5,21,4.2,D2 -> C4
23/09/2023,C4,67614130,40,22,59.2,D1 -> D2 -> C4
25/09/2023,C4,67614130,70,24,103.6,D1 -> D2 -> C4
27/09/2023,C4,67614130,93,26,137.64,D1 -> D2 -> C4
28/09/2023,C4,67614130,4,27,3.36,D2 -> C4
29/09/2023,C4,67614130,80,28,118.4,D1 -> D2 -> C4
30/09/2023,C4,67614130,79,29,116.92,D1 -> D2 -> C4
18/09/2023,C7,67614132,12,17,1.2,D3 -> C7
19/09/2023,C7,67614132,147,18,14.7,D3 -> C7
20/09/2023,C7,67614132,110,19,11.0,D3 -> C7
21/09/2023,C7,67614132,96,20,9.6,D3 -> C7
22/09/2023,C7,67614132,63,21,6.3,D3 -> C7
23/09/2023,C7,67614132,120,22,12.0,D3 -> C7
25/09/2023,C7,67614132,29,24,2.9,D3 -> C7
26/09/2023,C7,67614132,67,25,6.7,D3 -> C7
27/09/2023,C7,67614132,166,26,16.6,D3 -> C7
28/09/2023,C7,67614132,117,27,11.7,D3 -> C7
29/09/2023,C7,67614132,114,28,11.4,D3 -> C7
30/09/2023,C7,67614132,64,29,6.4,D3 -> C7
02/10/2023,C7,67614132,34,31,3.4,D3 -> C7
03/10/2023,C7,67614132,53,32,5.3,D3 -> C7
19/09/2023,C2,67614132,4,18,0.96,D1 -> C2
20/09/2023,C2,67614132,18,19,4.32,D1 -> C2
21/09/2023,C2,67614132,11,20,2.64,D1 -> C2
22/09/2023,C2,67614132,7,21,1.68,D1 -> C2
23/09/2023,C2,67614132,32,22,7.68,D1 -> C2
25/09/2023,C2,67614132,1,24,0.24,D1 -> C2
26/09/2023,C2,67614132,7,25,1.68,D1 -> C2
27/09/2023,C2,67614132,14,26,3.36,D1 -> C2
28/09/2023,C2,67614132,29,27,6.96,D1 -> C2
29/09/2023,C2,67614132,37,28,8.88,D1 -> C2
30/09/2023,C2,67614132,8,29,1.92,D1 -> C2
02/10/2023,C2,67614132,23,31,5.52,D1 -> C2
03/10/2023,C2,67614132,4,32,0.96,D1 -> C2
19/09/2023,C5,67614132,5,18,1.0,D2 -> C5
20/09/2023,C5,67614132,3,19,0.6,D2 -> C5
22/09/2023,C5,67614132,30,21,6.0,D2 -> C5
27/09/2023,C5,67614132,5,26,1.0,D2 -> C5
28/09/2023,C5,67614132,1,27,0.2,D2 -> C5
29/09/2023,C5,67614132,1,28,0.2,D2 -> C5
02/10/2023,C5,67614132,11,31,2.2,D2 -> C5
18/09/2023,C10,67614134,10,17,2.4,D3 -> C10
19/09/2023,C10,67614134,23,18,5.52,D3 -> C10
20/09/2023,C10,67614134,327,19,765.18,D3 -> D2 -> D3 -> C10
21/09/2023,C10,67614134,23,20,5.52,D3 -> C10
22/09/2023,C10,67614134,58,21,13.92,D3 -> C10
23/09/2023,C10,67614134,87,22,20.88,D3 -> C10
25/09/2023,C10,67614134,52,24,12.48,D3 -> C10
27/09/2023,C10,67614134,7,26,1.68,D3 -> C10
28/09/2023,C10,67614134,152,27,196.08,D2 -> D3 -> C10
29/09/2023,C10,67614134,43,28,10.32,D3 -> C10
30/09/2023,C10,67614134,42,29,10.08,D3 -> C10
02/10/2023,C10,67614134,57,31,13.68,D3 -> C10
03/10/2023,C10,67614134,83,32,19.92,D3 -> C10
19/09/2023,C2,67614134,5,18,1.2,D1 -> C2
20/09/2023,C2,67614134,69,19,60.72,D2 -> D1 -> C2
21/09/2023,C2,67614134,15,20,3.6,D1 -> C2
22/09/2023,C2,67614134,24,21,5.76,D1 -> C2
23/09/2023,C2,67614134,24,22,5.76,D1 -> C2
25/09/2023,C2,67614134,5,24,1.2,D1 -> C2
26/09/2023,C2,67614134,5,25,1.2,D1 -> C2
27/09/2023,C2,67614134,1,26,0.24,D1 -> C2
28/09/2023,C2,67614134,19,27,4.56,D1 -> C2
29/09/2023,C2,67614134,14,28,3.36,D1 -> C2
30/09/2023,C2,67614134,12,29,2.88,D1 -> C2
02/10/2023,C2,67614134,11,31,2.64,D1 -> C2
03/10/2023,C2,67614134,3,32,0.72,D1 -> C2
20/09/2023,C5,67614134,20,19,4.0,D2 -> C5
23/09/2023,C5,67614134,20,22,4.0,D2 -> C5
25/09/2023,C5,67614134,10,24,2.0,D2 -> C5
28/09/2023,C5,67614134,5,27,1.0,D2 -> C5
02/10/2023,C5,67614134,15,31,3.0,D2 -> C5
18/09/2023,C9,67614136,4,17,0.8,D3 -> C9
19/09/2023,C9,67614136,32,18,6.4,D3 -> C9
20/09/2023,C9,67614136,25,19,5.0,D3 -> C9
21/09/2023,C9,67614136,38,20,7.6,D3 -> C9
22/09/2023,C9,67614136,48,21,9.6,D3 -> C9
23/09/2023,C9,67614136,10,22,2.0,D3 -> C9
25/09/2023,C9,67614136,41,24,8.2,D3 -> C9
26/09/2023,C9,67614136,50,25,10.0,D3 -> C9
27/09/2023,C9,67614136,78,26,15.6,D3 -> C9
28/09/2023,C9,67614136,84,27,16.8,D3 -> C9
29/09/2023,C9,67614136,16,28,3.2,D3 -> C9
30/09/2023,C9,67614136,116,29,23.2,D3 -> C9
02/10/2023,C9,67614136,76,31,15.2,D3 -> C9
03/10/2023,C9,67614136,90,32,18.0,D3 -> C9
19/09/2023,C3,67614136,10,18,4.0,D1 -> C3
20/09/2023,C3,67614136,10,19,4.0,D1 -> C3
21/09/2023,C3,67614136,39,20,15.6,D1 -> C3
22/09/2023,C3,67614136,12,21,4.8,D1 -> C3
23/09/2023,C3,67614136,8,22,3.2,D1 -> C3
26/09/2023,C3,67614136,23,25,9.2,D1 -> C3
27/09/2023,C3,67614136,18,26,7.2,D1 -> C3
28/09/2023,C3,67614136,131,27,52.4,D1 -> C3
29/09/2023,C3,67614136,181,28,72.4,D1 -> C3
30/09/2023,C3,67614136,14,29,5.6,D1 -> C3
02/10/2023,C3,67614136,39,31,15.6,D1 -> C3
03/10/2023,C3,67614136,5,32,2.0,D1 -> C3
19/09/2023,C4,67614136,3,18,2.52,D2 -> C4
22/09/2023,C4,67614136,5,21,4.2,D2 -> C4
23/09/2023,C4,67614136,1,22,0.84,D2 -> C4
27/09/2023,C4,67614136,1,26,0.84,D2 -> C4
28/09/2023,C4,67614136,1,27,0.84,D2 -> C4
29/09/2023,C4,67614136,4,28,3.36,D2 -> C4
30/09/2023,C4,67614136,16,29,13.44,D2 -> C4
02/10/2023,C4,67614136,2,31,1.68,D2 -> C4
03/10/2023,C4,67614136,1,32,0.84,D2 -> C4
18/09/2023,C9,67614143,18,17,3.6,D3 -> C9
19/09/2023,C9,67614143,8,18,1.6,D3 -> C9
20/09/2023,C9,67614143,16,19,3.2,D3 -> C9
21/09/2023,C9,67614143,29,20,5.8,D3 -> C9
22/09/2023,C9,67614143,42,21,8.4,D3 -> C9
23/09/2023,C9,67614143,59,22,11.8,D3 -> C9
25/09/2023,C9,67614143,15,24,3.0,D3 -> C9
26/09/2023,C9,67614143,10,25,2.0,D3 -> C9
27/09/2023,C9,67614143,8,26,1.6,D3 -> C9
28/09/2023,C9,67614143,70,27,14.0,D3 -> C9
29/09/2023,C9,67614143,42,28,8.4,D3 -> C9
30/09/2023,C9,67614143,15,29,3.0,D3 -> C9
02/10/2023,C9,67614143,62,31,12.4,D3 -> C9
03/10/2023,C9,67614143,18,32,3.6,D3 -> C9
18/09/2023,C3,67614143,1,17,0.4,D1 -> C3
19/09/2023,C3,67614143,5,18,2.0,D1 -> C3
20/09/2023,C3,67614143,35,19,14.0,D1 -> C3
21/09/2023,C3,67614143,2,20,0.8,D1 -> C3
22/09/2023,C3,67614143,8,21,3.2,D1 -> C3
23/09/2023,C3,67614143,6,22,2.4,D1 -> C3
25/09/2023,C3,67614143,6,24,2.4,D1 -> C3
26/09/2023,C3,67614143,15,25,6.0,D1 -> C3
27/09/2023,C3,67614143,11,26,4.4,D1 -> C3
28/09/2023,C3,67614143,46,27,52.44,D3 -> D1 -> C3
29/09/2023,C3,67614143,30,28,12.0,D1 -> C3
30/09/2023,C3,67614143,17,29,6.8,D1 -> C3
02/10/2023,C3,67614143,38,31,15.2,D1 -> C3
03/10/2023,C3,67614143,3,32,1.2,D1 -> C3
20/09/2023,C5,67614143,15,19,3.0,D2 -> C5
23/09/2023,C5,67614143,19,22,3.8,D2 -> C5
25/09/2023,C5,67614143,20,24,4.0,D2 -> C5
27/09/2023,C5,67614143,5,26,1.0,D2 -> C5
28/09/2023,C5,67614143,16,27,3.2,D2 -> C5
29/09/2023,C5,67614143,5,28,1.0,D2 -> C5
02/10/2023,C5,67614143,1,31,0.2,D2 -> C5
03/10/2023,C5,67614143,10,32,2.0,D2 -> C5
18/09/2023,C6,67614145,2,17,0.24,D3 -> C6
19/09/2023,C6,67614145,27,18,3.24,D3 -> C6
20/09/2023,C6,67614145,7,19,0.84,D3 -> C6
21/09/2023,C6,67614145,17,20,2.04,D3 -> C6
22/09/2023,C6,67614145,6,21,0.72,D3 -> C6
23/09/2023,C6,67614145,27,22,3.24,D3 -> C6
25/09/2023,C6,67614145,80,24,9.6,D3 -> C6
26/09/2023,C6,67614145,11,25,1.32,D3 -> C6
27/09/2023,C6,67614145,14,26,1.68,D3 -> C6
28/09/2023,C6,67614145,7,27,0.84,D3 -> C6
29/09/2023,C6,67614145,2,28,0.24,D3 -> C6
30/09/2023,C6,67614145,7,29,0.84,D3 -> C6
02/10/2023,C6,67614145,47,31,5.64,D3 -> C6
03/10/2023,C6,67614145,8,32,0.96,D3 -> C6
19/09/2023,C3,67614145,3,18,1.2,D1 -> C3
20/09/2023,C3,67614145,17,19,6.8,D1 -> C3
21/09/2023,C3,67614145,2,20,0.8,D1 -> C3
22/09/2023,C3,67614145,20,21,8.0,D1 -> C3
23/09/2023,C3,67614145,2,22,0.8,D1 -> C3
25/09/2023,C3,67614145,5,24,2.0,D1 -> C3
26/09/2023,C3,67614145,5,25,2.0,D1 -> C3
27/09/2023,C3,67614145,14,26,5.6,D1 -> C3
28/09/2023,C3,67614145,18,27,7.2,D1 -> C3
29/09/2023,C3,67614145,323,28,368.22,D3 -> D1 -> C3
30/09/2023,C3,67614145,8,29,3.2,D1 -> C3
02/10/2023,C3,67614145,5,31,2.0,D1 -> C3
03/10/2023,C3,67614145,9,32,3.6,D1 -> C3
22/09/2023,C4,67614145,1,21,0.84,D2 -> C4
23/09/2023,C4,67614145,1,22,0.84,D2 -> C4
28/09/2023,C4,67614145,1,27,0.84,D2 -> C4
02/10/2023,C4,67614145,6,31,5.04,D2 -> C4
18/09/2023,C10,67614151,12,17,2.88,D3 -> C10
19/09/2023,C10,67614151,38,18,9.12,D3 -> C10
20/09/2023,C10,67614151,48,19,11.52,D3 -> C10
21/09/2023,C10,67614151,16,20,3.84,D3 -> C10
22/09/2023,C10,67614151,31,21,7.44,D3 -> C10
23/09/2023,C10,67614151,10,22,2.4,D3 -> C10
25/09/2023,C10,67614151,52,24,12.48,D3 -> C10
26/09/2023,C10,67614151,24,25,5.76,D3 -> C10
27/09/2023,C10,67614151,34,26,8.16,D3 -> C10
28/09/2023,C10,67614151,96,27,23.04,D3 -> C10
29/09/2023,C10,67614151,51,28,12.24,D3 -> C10
30/09/2023,C10,67614151,48,29,11.52,D3 -> C10
02/10/2023,C10,67614151,38,31,9.12,D3 -> C10
03/10/2023,C10,67614151,31,32,7.44,D3 -> C10
18/09/2023,C2,67614151,1,17,0.24,D1 -> C2
19/09/2023,C2,67614151,4,18,0.96,D1 -> C2
20/09/2023,C2,67614151,18,19,4.32,D1 -> C2
21/09/2023,C2,67614151,4,20,0.96,D1 -> C2
22/09/2023,C2,67614151,5,21,1.2,D1 -> C2
23/09/2023,C2,67614151,13,22,3.12,D1 -> C2
26/09/2023,C2,67614151,5,25,1.2,D1 -> C2
27/09/2023,C2,67614151,2,26,0.48,D1 -> C2
28/09/2023,C2,67614151,19,27,4.56,D1 -> C2
29/09/2023,C2,67614151,30,28,7.2,D1 -> C2
30/09/2023,C2,67614151,5,29,1.2,D1 -> C2
02/10/2023,C2,67614151,30,31,7.2,D1 -> C2
03/10/2023,C2,67614151,8,32,1.92,D1 -> C2
20/09/2023,C5,67614151,1,19,0.2,D2 -> C5
